id   	 sen_id 	 va_id 	 ori_gold 	 final_gold 	 pred    	 ex_condition  	 worker_decision   	 final_label 	 dataset
4197	1879	10695	the defendant~A1~25	the defendant~A1~25	the defendant~A1~25	main_workflow	solved by compare	the defendant~A1~25	SRL_large_scale
4198	1879	10696	to take the stand as a witness~A2~25	to take the stand as a witness~A2~25	to take the stand as a witness~AM-PNC~25	main_workflow	solved by filter	to take the stand as a witness~AM-PNC~25	SRL_large_scale
4199	1879	10698	the stand~A1~27	the stand~A1~27	the stand~A1~27	main_workflow	solved by fix	the stand~A1~27	SRL_large_scale
4200	1879	10700	thus~AM-DIS~35	thus~AM-DIS~35	thus~AM-DIS~35	main_workflow	solved by compare	thus~AM-DIS~35	SRL_large_scale
4201	1879	10701	him~A1~35	him~A1~35	him~A1~35	main_workflow	solved by compare	him~A1~35	SRL_large_scale
4202	1879	10702	to `` take the Fifth~A2~35	to `` take the Fifth~A2~35	to `` take the Fifth~A2~35	main_workflow	solved by filter	to `` take the Fifth~A2~35	SRL_large_scale
4203	1879	10703	him~A0~39	him~A0~39	him~A0~39	main_workflow	solved by compare	him~A0~39	SRL_large_scale
4204	1879	10704	the Fifth~A1~39	the Fifth~A1~39	the Fifth~A1~39	main_workflow	solved by compare	the Fifth~A1~39	SRL_large_scale
4205	1451	8314	Some shareholders~A0~4	Some shareholders~A0~4	Some shareholders~A0~4	main_workflow	solved by compare	Some shareholders~A0~4	SRL_large_scale
4206	1451	8315	until today~AM-TMP~4	until today~AM-TMP~4	until today~AM-TMP~4	main_workflow	solved by compare	until today~AM-TMP~4	SRL_large_scale
4207	1451	8317	any fund exchanges made after Friday 's close~A1~12	any fund exchanges made after Friday 's close~A1~12	any fund exchanges made after Friday 's close~A1~12	main_workflow	solved by compare	any fund exchanges made after Friday 's close~A1~12	SRL_large_scale
4208	1451	8318	after Friday 's close~AM-TMP~12	after Friday 's close~AM-TMP~12	after Friday 's close~AM-TMP~12	main_workflow	solved by compare	after Friday 's close~AM-TMP~12	SRL_large_scale
4209	1451	8319	any fund exchanges made after Friday 's close~A1~18	any fund exchanges made after Friday 's close~A1~18	any fund exchanges made after Friday 's close~A1~18	main_workflow	solved by filter	any fund exchanges made after Friday 's close~A1~18	SRL_large_scale
4210	1451	8320	place~A2~18	place~A2~18	place~A2~18	main_workflow	solved by filter	place~A2~18	SRL_large_scale
4211	906	5099	Separately~AM-MNR~5	Separately~AM-MNR~5	Separately~AM-MNR~5	main_workflow	solved by fix	Separately~AM-MNR~5	SRL_large_scale
4212	906	5100	the company~A0~5	the company~A0~5	the company~A0~5	main_workflow	solved by compare	the company~A0~5	SRL_large_scale
4213	906	5101	it would file a delayed fiscal - year report with the Securities and Exchange Commission `` within approximately 45 days~A1~5	it would file a delayed fiscal - year report with the Securities and Exchange Commission `` within approximately 45 days~A1~5	it would file a delayed fiscal - year report with the Securities and Exchange Commission `` within approximately 45 days~A1~5	main_workflow	solved by compare	it would file a delayed fiscal - year report with the Securities and Exchange Commission `` within approximately 45 days~A1~5	SRL_large_scale
4214	906	5102	it~A0~8	it~A0~8	it~A0~8	main_workflow	solved by compare	it~A0~8	SRL_large_scale
4215	906	5103	it would file a delayed fiscal - year report with the Securities and Exchange Commission `` within approximately 45 days~AM-MOD~8	it would file a delayed fiscal - year report with the Securities and Exchange Commission `` within approximately 45 days~AM-MOD~8	it would file a delayed fiscal - year report with the Securities and Exchange Commission `` within approximately 45 days~AM-MOD~8	main_workflow	solved by compare	it would file a delayed fiscal - year report with the Securities and Exchange Commission `` within approximately 45 days~AM-MOD~8	SRL_large_scale
4216	906	5104	a delayed fiscal - year report~A1~8	a delayed fiscal - year report~A1~8	a delayed fiscal - year report~A1~8	main_workflow	solved by compare	a delayed fiscal - year report~A1~8	SRL_large_scale
4217	906	5105	with the Securities and Exchange Commission~A2~8	with the Securities and Exchange Commission~A2~8	with the Securities and Exchange Commission~A2~8	main_workflow	solved by fix	with the Securities and Exchange Commission~A2~8	SRL_large_scale
4218	906	5106	within approximately 45 days~AM-TMP~8	within approximately 45 days~AM-TMP~8	within approximately 45 days~AM-TMP~8	main_workflow	solved by compare	within approximately 45 days~AM-TMP~8	SRL_large_scale
4219	895	5049	Most estimates for Monsanto~A1~5	Most estimates for Monsanto~A1~5	Most estimates for Monsanto~A1~5	main_workflow	solved by filter	Most estimates for Monsanto~A1~5	SRL_large_scale
4220	996	5642	he~A0~7	he~A0~7	he~A0~7	main_workflow	solved by compare	he~A0~7	SRL_large_scale
4221	996	5643	`` Most people `` have no idea what a massacre pattern looks like . ''~A1~7	`` Most people `` have no idea what a massacre pattern looks like . ''~A1~7	`` Most people `` have no idea what a massacre pattern looks like . ''~A1~7	main_workflow	solved by filter	`` Most people `` have no idea what a massacre pattern looks like . ''~A1~7	SRL_large_scale
4222	996	5644	Most people~A0~10	Most people~A0~10	Most people~A0~10	main_workflow	solved by filter	Most people~A0~10	SRL_large_scale
4223	996	5645	no idea what a massacre pattern looks like~A1~10	no idea what a massacre pattern looks like~A1~10	no idea what a massacre pattern looks like~A1~10	main_workflow	solved by filter	no idea what a massacre pattern looks like~A1~10	SRL_large_scale
4224	996	5646	a massacre pattern~A0~17	a massacre pattern~A0~17	a massacre pattern~A0~17	main_workflow	solved by compare	a massacre pattern~A0~17	SRL_large_scale
4225	469	2705	New York retail rents~A1~6	New York retail rents~A1~6	New York retail rents~A0~6	main_workflow	solved by filter	New York retail rents~A1~6	SRL_large_scale
4226	469	2706	still~AM-TMP~6	still~AM-TMP~6	still~AM-TMP~6	main_workflow	solved by fix	still~AM-TMP~6	SRL_large_scale
4227	469	2707	well above the going rate in other U.S. cities~AM-MNR~6	well above the going rate in other U.S. cities~AM-MNR~6	well above the going rate in other U.S. cities~AM-LOC~6	main_workflow	solved by compare	well above the going rate in other U.S. cities~AM-LOC~6	SRL_large_scale
4228	1377	7900	Lily~A1~3	Lily~A1~3	Lily~A1~3	main_workflow	solved by filter	Lily~A1~3	SRL_large_scale
4229	1377	7901	so obsessed with where people slept and how~A2~3	so obsessed with where people slept and how~A2~3	so obsessed with where people slept and how~A2~3	main_workflow	solved by compare	so obsessed with where people slept and how~A2~3	SRL_large_scale
4230	1377	7904	people~A0~9	people~A0~9	people~A0~9	main_workflow	solved by compare	people~A0~9	SRL_large_scale
4231	1377	7905	her own arrangements~A1~16	her own arrangements~A1~16	her own arrangements~A0~16	main_workflow	solved by compare	her own arrangements~A0~16	SRL_large_scale
4232	847	4765	In a related development~AM-LOC~19	In a related development~AM-LOC~19	In a related development~AM-LOC~19	main_workflow	solved by fix	In a related development~AM-LOC~19	SRL_large_scale
4233	847	4766	the news - weekly~A0~19	the news - weekly~A0~19	the news - weekly~A0~19	main_workflow	solved by compare	the news - weekly~A0~19	SRL_large_scale
4234	847	4767	for the fourth year in a row~AM-TMP~19	for the fourth year in a row~AM-TMP~19	for the fourth year in a row~AM-TMP~19	main_workflow	solved by compare	for the fourth year in a row~AM-TMP~19	SRL_large_scale
4235	847	4768	it wo n't increase its advertising rates in 1990~A1~19	it wo n't increase its advertising rates in 1990~A1~19	it wo n't increase its advertising rates in 1990~A1~19	main_workflow	solved by compare	it wo n't increase its advertising rates in 1990~A1~19	SRL_large_scale
4236	847	4769	it~A0~23	it~A0~23	it~A0~23	main_workflow	solved by compare	it~A0~23	SRL_large_scale
4237	847	4770	it wo n't increase its advertising rates in 1990~AM-MOD~23	it wo n't increase its advertising rates in 1990~AM-MOD~23	it wo n't increase its advertising rates in 1990~AM-MOD~23	main_workflow	solved by compare	it wo n't increase its advertising rates in 1990~AM-MOD~23	SRL_large_scale
4238	847	4771	n't~AM-NEG~23	n't~AM-NEG~23	n't~AM-NEG~23	main_workflow	solved by compare	n't~AM-NEG~23	SRL_large_scale
4239	847	4772	its advertising rates~A1~23	its advertising rates~A1~23	its advertising rates~A1~23	main_workflow	solved by compare	its advertising rates~A1~23	SRL_large_scale
4240	847	4773	in 1990~AM-TMP~23	in 1990~AM-TMP~23	in 1990~AM-TMP~23	main_workflow	solved by fix	in 1990~AM-TMP~23	SRL_large_scale
4241	847	4774	a full , four - color page in the magazine~A1~40	a full , four - color page in the magazine~A1~40	a full , four - color page in the magazine~A1~40	main_workflow	solved by filter	a full , four - color page in the magazine~A1~40	SRL_large_scale
4242	847	4775	about $ 120,000~A2~40	about $ 120,000~A2~40	about $ 120,000~A2~40	main_workflow	solved by compare	about $ 120,000~A2~40	SRL_large_scale
4243	615	3523	this survey~A0~11	this survey~A0~11	this survey~A0~11	main_workflow	solved by fix	this survey~A0~11	SRL_large_scale
4244	615	3524	the super - rich~A1~11	the super - rich~A1~11	the super - rich~A1~11	main_workflow	solved by filter	the super - rich~A1~11	SRL_large_scale
4245	1089	6162	The American Bankers Association~A0~5	The American Bankers Association~A0~5	The American Bankers Association~A0~5	main_workflow	solved by filter	The American Bankers Association~A0~5	SRL_large_scale
4246	1089	6163	that women make up 47 % of officials and managers in the top 50 banks , up from 33 % in 1978~A1~5	that women make up 47 % of officials and managers in the top 50 banks , up from 33 % in 1978~A1~5	that women make up 47 % of officials and managers in the top 50 banks , up from 33 % in 1978~A1~5	main_workflow	solved by filter	that women make up 47 % of officials and managers in the top 50 banks , up from 33 % in 1978~A1~5	SRL_large_scale
4247	1089	6164	women~A0~8	women~A0~8	women~A0~8	main_workflow	solved by compare	women~A0~8	SRL_large_scale
4248	1089	6165	47 % of officials and managers in the top 50 banks , up from 33 % in 1978~A1~8	47 % of officials and managers in the top 50 banks , up from 33 % in 1978~A1~8	47 % of officials and managers in the top 50 banks , up from 33 % in 1978~A1~8	main_workflow	solved by compare	47 % of officials and managers in the top 50 banks , up from 33 % in 1978~A1~8	SRL_large_scale
4249	2489	13951	the Colonel~A0~6	the Colonel~A0~6	the Colonel~A0~6	main_workflow	solved by compare	the Colonel~A0~6	SRL_large_scale
4250	2489	13952	about the men~A2~6	about the men~A2~6	about the men~A2~6	main_workflow	solved by compare	about the men~A2~6	SRL_large_scale
4251	2489	13953	What did the Colonel do about the men~A1~14	What did the Colonel do about the men~A1~14	What did the Colonel do about the men~A1~14	main_workflow	solved by compare	What did the Colonel do about the men~A1~14	SRL_large_scale
4252	2489	13954	Jane~A0~14	Jane~A0~14	Jane~A0~14	main_workflow	solved by compare	Jane~A0~14	SRL_large_scale
4253	2120	12043	Shares of Rally 's Inc. , an operator of fast - food restaurants ,~A1~15	Shares of Rally 's Inc. , an operator of fast - food restaurants ,~A1~15	Shares of Rally 's Inc. , an operator of fast - food restaurants ,~A1~15	main_workflow	solved by compare	Shares of Rally 's Inc. , an operator of fast - food restaurants ,~A1~15	SRL_large_scale
4254	2120	12045	up from its $ 15 offering price~AM-MNR~15	up from its $ 15 offering price~AM-MNR~15	up from its $ 15 offering price~AM-MNR~15	main_workflow	solved by compare	up from its $ 15 offering price~AM-MNR~15	SRL_large_scale
4255	2120	12046	shares of Employee Benefit Plans Inc. , a health - care consultant ,~A1~42	shares of Employee Benefit Plans Inc. , a health - care consultant ,~A1~42	shares of Employee Benefit Plans Inc. , a health - care consultant ,~A1~42	main_workflow	solved by compare	shares of Employee Benefit Plans Inc. , a health - care consultant ,~A1~42	SRL_large_scale
4256	2120	12048	up from its $ 12 offering price~AM-MNR~42	up from its $ 12 offering price~AM-MNR~42	up from its $ 12 offering price~AM-MNR~42	main_workflow	solved by fix	up from its $ 12 offering price~AM-MNR~42	SRL_large_scale
4257	1486	8512	Two workers~A1~3	Two workers~A1~3	Two workers~A1~3	main_workflow	solved by compare	Two workers~A1~3	SRL_large_scale
4258	1486	8513	six~A1~6	six~A1~6	six~A1~6	main_workflow	solved by filter	six~A1~6	SRL_large_scale
4259	1486	8514	in the hospital~A3~6	in the hospital~A3~6	in the hospital~A3~6	main_workflow	solved by fix	in the hospital~AM-LOC~6	SRL_large_scale
4260	780	4395	so many brands~A0~6	so many brands~A0~6	so many brands~A0~6	main_workflow	solved by compare	so many brands~A0~6	SRL_large_scale
4261	780	4396	for space~A2~6	for space~A2~6	for space~A2~6	main_workflow	solved by compare	for space~A2~6	SRL_large_scale
4262	620	3552	But~AM-DIS~3	But~AM-DIS~3	But~AM-DIS~3	main_workflow	solved by compare	But~AM-DIS~3	SRL_large_scale
4263	620	3553	others~A1~3	others~A1~3	others~A1~3	main_workflow	solved by compare	others~A1~3	SRL_large_scale
4264	620	3554	away~AM-DIR~3	away~AM-DIR~3	away~AM-DIR~3	main_workflow	solved by compare	away~AM-DIR~3	SRL_large_scale
4265	620	3556	others~A0~5	others~A0~5	others~A0~5	main_workflow	solved by compare	others~A0~5	SRL_large_scale
4266	620	3557	he had given something less than his usual straight - from - the - shoulder performance~A1~5	he had given something less than his usual straight - from - the - shoulder performance~A1~5	he had given something less than his usual straight - from - the - shoulder performance~A1~5	main_workflow	solved by compare	he had given something less than his usual straight - from - the - shoulder performance~A1~5	SRL_large_scale
4267	620	3558	he~A0~8	he~A0~8	he~A0~8	main_workflow	solved by compare	he~A0~8	SRL_large_scale
4268	620	3559	something less than his usual straight - from - the - shoulder performance~A1~8	something less than his usual straight - from - the - shoulder performance~A1~8	something less than his usual straight - from - the - shoulder performance~A1~8	main_workflow	solved by filter	something less than his usual straight - from - the - shoulder performance~A1~8	SRL_large_scale
4269	939	5288	a trust~A1~21	a trust~A1~21	a trust~A1~21	main_workflow	solved by fix	a trust~A1~21	SRL_large_scale
4270	939	5289	by institutional clients of Heitman Advisory Corp. , a unit of Heitman Financial Corp. , a real estate advisory , management and development company with offices in Chicago and Beverly Hills , Calif~A0~21	by institutional clients of Heitman Advisory Corp. , a unit of Heitman Financial Corp. , a real estate advisory , management and development company with offices in Chicago and Beverly Hills , Calif~A0~21	by institutional clients of Heitman Advisory Corp. , a unit of Heitman Financial Corp. , a real estate advisory , management and development company with offices in Chicago and Beverly Hills , Calif~A0~21	main_workflow	solved by compare	by institutional clients of Heitman Advisory Corp. , a unit of Heitman Financial Corp. , a real estate advisory , management and development company with offices in Chicago and Beverly Hills , Calif~A0~21	SRL_large_scale
4271	2262	12858	with other relatives~AM-MNR~13	with other relatives~AM-MNR~13	with other relatives~AM-MNR~13	main_workflow	solved by compare	with other relatives~AM-MNR~13	SRL_large_scale
4272	850	4791	CNN~A0~2	CNN~A0~2	CNN~A0~2	main_workflow	solved by compare	CNN~A0~2	SRL_large_scale
4273	850	4792	to change its viewers ' habits~A1~2	to change its viewers ' habits~A1~2	to change its viewers ' habits~A1~2	main_workflow	solved by compare	to change its viewers ' habits~A1~2	SRL_large_scale
4274	850	4793	CNN~A0~4	CNN~A0~4	CNN~A0~4	main_workflow	solved by compare	CNN~A0~4	SRL_large_scale
4275	850	4794	its viewers ' habits~A1~4	its viewers ' habits~A1~4	its viewers ' habits~A1~4	main_workflow	solved by compare	its viewers ' habits~A1~4	SRL_large_scale
4276	1554	8884	The Treasury~A0~5	The Treasury~A0~5	The Treasury~A0~5	main_workflow	solved by compare	The Treasury~A0~5	SRL_large_scale
4277	1554	8885	$ 175 million in new cash~A1~5	$ 175 million in new cash~A1~5	$ 175 million in new cash~A1~5	main_workflow	solved by filter	$ 175 million in new cash~A1~5	SRL_large_scale
4278	1554	8886	Thursday~AM-TMP~5	Thursday~AM-TMP~5	Thursday~AM-TMP~5	main_workflow	solved by compare	Thursday~AM-TMP~5	SRL_large_scale
4279	1554	8887	by selling about $ 9.75 billion of 52 - week bills and redeeming $ 9.58 billion of maturing bills~AM-MNR~5	by selling about $ 9.75 billion of 52 - week bills and redeeming $ 9.58 billion of maturing bills~AM-MNR~5	by selling about $ 9.75 billion of 52 - week bills and redeeming $ 9.58 billion of maturing bills~AM-MNR~5	main_workflow	solved by compare	by selling about $ 9.75 billion of 52 - week bills and redeeming $ 9.58 billion of maturing bills~AM-MNR~5	SRL_large_scale
4280	1554	8888	about $ 9.75 billion of 52 - week bills~A1~14	about $ 9.75 billion of 52 - week bills~A1~14	about $ 9.75 billion of 52 - week bills~A1~14	main_workflow	solved by compare	about $ 9.75 billion of 52 - week bills~A1~14	SRL_large_scale
4281	1554	8889	$ 9.58 billion of maturing bills~A1~25	$ 9.58 billion of maturing bills~A1~25	$ 9.58 billion of maturing bills~A1~25	main_workflow	solved by compare	$ 9.58 billion of maturing bills~A1~25	SRL_large_scale
4282	1554	8890	maturing bills~A1~30	maturing bills~A1~30	maturing bills~A1~30	main_workflow	solved by compare	maturing bills~A1~30	SRL_large_scale
4283	336	1917	Instead~AM-DIS~4	Instead~AM-DIS~4	Instead~AM-DIS~4	main_workflow	solved by filter	Instead~AM-DIS~4	SRL_large_scale
4284	336	1918	they~A0~4	they~A0~4	they~A0~4	main_workflow	solved by filter	they~A0~4	SRL_large_scale
4285	336	1919	a discussion of the need for the U.S. and Japan to work together and of the importance of the long - term view~A1~4	a discussion of the need for the U.S. and Japan to work together and of the importance of the long - term view~A1~4	a discussion of the need for the U.S. and Japan to work together and of the importance of the long - term view~A1~4	main_workflow	solved by fix	a discussion of the need for the U.S. and Japan to work together and of the importance of the long - term view~A1~4	SRL_large_scale
4286	336	1920	together~A3~16	together~AM-MNR~16	together~AM-MNR~16	main_workflow	solved by compare	together~AM-MNR~16	SRL_large_scale
4287	717	4060	The sellers big and small institutional investors , as well as individual investors and market makers~A1~5	The sellers big and small institutional investors , as well as individual investors and market makers~A1~5	The sellers big and small institutional investors , as well as individual investors and market makers~A1~5	main_workflow	solved by compare	The sellers big and small institutional investors , as well as individual investors and market makers~A1~5	SRL_large_scale
4288	717	4061	on Friday~AM-TMP~5	on Friday~AM-TMP~5	on Friday~AM-TMP~5	main_workflow	solved by filter	on Friday~AM-TMP~5	SRL_large_scale
4289	717	4062	from all corners of the OTC market~A2~5	from all corners of the OTC market~A2~5	from all corners of the OTC market~A2~5	main_workflow	solved by compare	from all corners of the OTC market~AM-LOC~5	SRL_large_scale
4290	1827	10396	It~A0~2	It~A0~2	It~A0~2	main_workflow	solved by compare	It~A0~2	SRL_large_scale
4291	1827	10397	analysts had been expecting a small profit for the period~A1~2	analysts had been expecting a small profit for the period~A1~2	analysts had been expecting a small profit for the period~A1~2	main_workflow	solved by compare	analysts had been expecting a small profit for the period~A1~2	SRL_large_scale
4292	1827	10398	analysts~A0~6	analysts~A0~6	analysts~A0~6	main_workflow	solved by compare	analysts~A0~6	SRL_large_scale
4293	1827	10399	a small profit for the period~A1~6	a small profit for the period~A1~6	a small profit for the period~A1~6	main_workflow	solved by compare	a small profit for the period~A1~6	SRL_large_scale
4294	1129	6389	Syms Corp.~A0~3	Syms Corp.~A0~3	Syms Corp.~A0~3	main_workflow	solved by filter	Syms Corp.~A0~3	SRL_large_scale
4295	1129	6390	the sale of its A. Sulka & Co. subsidiary , a men 's luxury haberdashery , to Luxco Investments~A1~3	the sale of its A. Sulka & Co. subsidiary , a men 's luxury haberdashery , to Luxco Investments~A1~3	the sale of its A. Sulka & Co. subsidiary , a men 's luxury haberdashery , to Luxco Investments~A1~3	main_workflow	solved by filter	the sale of its A. Sulka & Co. subsidiary , a men 's luxury haberdashery , to Luxco Investments~A1~3	SRL_large_scale
4296	1224	6948	After the trading halt in the S&P 500 pit in Chicago~AM-TMP~16	After the trading halt in the S&P 500 pit in Chicago~AM-TMP~16	After the trading halt in the S&P 500 pit in Chicago~AM-LOC~16	main_workflow	solved by fix	After the trading halt in the S&P 500 pit in Chicago~AM-TMP~16	SRL_large_scale
4297	1224	6949	waves of selling~A1~16	waves of selling~A1~16	waves of selling~A0~16	main_workflow	solved by compare	waves of selling~A0~16	SRL_large_scale
4298	1224	6951	waves of selling~A2~18	waves of selling~A2~18	waves of selling~A0~18	main_workflow	solved by compare	waves of selling~A0~18	SRL_large_scale
4299	1224	6952	stocks themselves~A1~18	stocks themselves~A1~18	stocks themselves~A1~18	main_workflow	solved by compare	stocks themselves~A1~18	SRL_large_scale
4300	1224	6953	on the Big Board~AM-LOC~18	on the Big Board~AM-LOC~18	on the Big Board~AM-LOC~18	main_workflow	solved by compare	on the Big Board~AM-LOC~18	SRL_large_scale
4301	1224	6954	After the trading halt in the S&P 500 pit in Chicago~AM-TMP~28	After the trading halt in the S&P 500 pit in Chicago~AM-TMP~28	After the trading halt in the S&P 500 pit in Chicago~AM-LOC~28	main_workflow	solved by compare	After the trading halt in the S&P 500 pit in Chicago~AM-LOC~28	SRL_large_scale
4302	1224	6955	specialists~A0~28	specialists~A0~28	specialists~A0~28	main_workflow	solved by compare	specialists~A0~28	SRL_large_scale
4303	1224	6956	to notch prices down~A1~28	to notch prices down~A1~28	to notch prices down~A0~28	main_workflow	solved by compare	to notch prices down~A0~28	SRL_large_scale
4304	1224	6957	specialists~A0~30	specialists~A0~30	specialists~A0~30	main_workflow	solved by fix	specialists~A0~30	SRL_large_scale
4305	1224	6958	prices~A1~30	prices~A1~30	prices~A1~30	main_workflow	solved by filter	prices~A1~30	SRL_large_scale
4306	1224	6959	down~AM-DIR~30	down~AM-DIR~30	down~AM-DIR~30	main_workflow	solved by compare	down~AM-DIR~30	SRL_large_scale
4307	1648	9427	Jaguar , the London Stock Exchange and the U.S. Securities and Exchange Commission~A1~16	Jaguar , the London Stock Exchange and the U.S. Securities and Exchange Commission~A1~16	Jaguar , the London Stock Exchange and the U.S. Securities and Exchange Commission~A1~16	main_workflow	solved by compare	Jaguar , the London Stock Exchange and the U.S. Securities and Exchange Commission~A1~16	SRL_large_scale
4308	1648	9428	of the transactions~A2~16	of the transactions~A2~16	of the transactions~A2~16	main_workflow	solved by compare	of the transactions~A2~16	SRL_large_scale
4309	1648	9429	Jaguar , the London Stock Exchange and the U.S. Securities and Exchange Commission are being notified of the transactions~A1~23	Jaguar , the London Stock Exchange and the U.S. Securities and Exchange Commission are being notified of the transactions~A1~23	Jaguar , the London Stock Exchange and the U.S. Securities and Exchange Commission are being notified of the transactions~A1~23	main_workflow	solved by compare	Jaguar , the London Stock Exchange and the U.S. Securities and Exchange Commission are being notified of the transactions~A1~23	SRL_large_scale
4310	1648	9430	the company~A0~23	the company~A0~23	the company~A0~23	main_workflow	solved by compare	the company~A0~23	SRL_large_scale
4311	2478	13909	This~A0~2	This~A0~2	This~A0~2	main_workflow	solved by compare	This~A0~2	SRL_large_scale
4312	2478	13910	sorting out press clippings and the like~A1~2	sorting out press clippings and the like~A1~2	sorting out press clippings and the like~A1~2	main_workflow	solved by compare	sorting out press clippings and the like~A1~2	SRL_large_scale
4313	997	5647	The market today~A0~5	The market today~A0~5	The market today~A0~5	main_workflow	solved by filter	The market today~A0~5	SRL_large_scale
4314	997	5648	a life of its own~A1~5	a life of its own~A1~5	a life of its own~A1~5	main_workflow	solved by filter	a life of its own~A1~5	SRL_large_scale
4315	997	5649	The market today has a life of its own~A1~23	The market today has a life of its own~A1~23	The market today has a life of its own~A1~23	main_workflow	solved by compare	The market today has a life of its own~A1~23	SRL_large_scale
4316	997	5650	John Akers , chairman of International Business Machines Corp. ,~A0~23	John Akers , chairman of International Business Machines Corp. ,~A0~23	John Akers , chairman of International Business Machines Corp. ,~A0~23	main_workflow	solved by fix	John Akers , chairman of International Business Machines Corp. ,~A0~23	SRL_large_scale
4317	997	5651	Saturday~AM-TMP~23	Saturday~AM-TMP~23	Saturday~AM-TMP~23	main_workflow	solved by filter	Saturday~AM-TMP~23	SRL_large_scale
4318	256	1505	Trouble on the East Coast~A1~8	Trouble on the East Coast~A1~8	Trouble on the East Coast~A1~8	main_workflow	solved by compare	Trouble on the East Coast~A1~8	SRL_large_scale
4319	256	1507	by improved ad linage at the Los Angeles Times , which this week also unveiled a redesign~A2~8	by improved ad linage at the Los Angeles Times , which this week also unveiled a redesign~A2~8	by improved ad linage at the Los Angeles Times , which this week also unveiled a redesign~A2~8	main_workflow	solved by fix	by improved ad linage at the Los Angeles Times , which this week also unveiled a redesign~A2~8	SRL_large_scale
4320	256	1508	the Los Angeles Times , which this week also unveiled a redesign~A0~23	the Los Angeles Times , which this week also unveiled a redesign~A0~23	the Los Angeles Times , which this week also unveiled a redesign~A0~23	main_workflow	solved by compare	the Los Angeles Times , which this week also unveiled a redesign~A0~23	SRL_large_scale
4321	256	1510	this week~AM-TMP~23	this week~AM-TMP~23	this week~AM-TMP~23	main_workflow	solved by compare	this week~AM-TMP~23	SRL_large_scale
4322	256	1511	also~AM-DIS~23	also~AM-DIS~23	also~AM-DIS~23	main_workflow	solved by compare	also~AM-DIS~23	SRL_large_scale
4323	256	1512	a redesign~A1~23	a redesign~A1~23	a redesign~A1~23	main_workflow	solved by compare	a redesign~A1~23	SRL_large_scale
4324	292	1694	none_of_the_above	none_of_the_above	But~AM-DIS~6	main_workflow	solved by compare	But~AM-DIS~6	SRL_large_scale
4325	292	1695	Canadian auto workers~A1~6	Canadian auto workers~A1~6	Canadian auto workers~A1~6	main_workflow	solved by filter	Canadian auto workers~A1~6	SRL_large_scale
4326	292	1696	But Canadian auto workers may benefit from a separate GM move that affects three U.S. car plants and one in Quebec .~AM-MOD~6	But Canadian auto workers may benefit from a separate GM move that affects three U.S. car plants and one in Quebec .~AM-MOD~6	But Canadian auto workers may benefit from a separate GM move that affects three U.S. car plants and one in Quebec .~AM-MOD~6	main_workflow	solved by compare	But Canadian auto workers may benefit from a separate GM move that affects three U.S. car plants and one in Quebec .~AM-MOD~6	SRL_large_scale
4327	292	1697	from a separate GM move that affects three U.S. car plants and one in Quebec~A0~6	from a separate GM move that affects three U.S. car plants and one in Quebec~A0~6	from a separate GM move that affects three U.S. car plants and one in Quebec~A0~6	main_workflow	solved by compare	from a separate GM move that affects three U.S. car plants and one in Quebec~A0~6	SRL_large_scale
4328	292	1698	a separate GM move that affects three U.S. car plants and one in Quebec~A0~13	a separate GM move that affects three U.S. car plants and one in Quebec~A0~13	a separate GM move that affects three U.S. car plants and one in Quebec~A0~13	main_workflow	solved by compare	a separate GM move that affects three U.S. car plants and one in Quebec~A0~13	SRL_large_scale
4329	292	1700	three U.S. car plants and one in Quebec~A1~13	three U.S. car plants and one in Quebec~A1~13	three U.S. car plants and one in Quebec~A1~13	main_workflow	solved by compare	three U.S. car plants and one in Quebec~A1~13	SRL_large_scale
4330	2460	13828	he~A0~14	he~A0~14	he~A0~14	main_workflow	solved by compare	he~A0~14	SRL_large_scale
4331	2460	13829	of which he could barely touch a meaning~AM-MOD~14	of which he could barely touch a meaning~AM-MOD~14	of which he could barely touch a meaning~AM-MOD~14	main_workflow	solved by fix	of which he could barely touch a meaning~AM-MOD~14	SRL_large_scale
4332	2460	13831	none_of_the_above	none_of_the_above	of which a meaning~A1~14	main_workflow	solved by compare	of which a meaning~A1~14	SRL_large_scale
4333	2460	13832	his being~A1~20	his being~A1~20	his being~A1~20	main_workflow	solved by filter	his being~A1~20	SRL_large_scale
4334	2460	13833	his being~A0~23	his being~A0~23	his being~A0~23	main_workflow	solved by compare	his being~A0~23	SRL_large_scale
4335	2460	13835	the fullness he sensed there~A1~31	the fullness he sensed there~A1~31	the fullness he sensed there~A1~31	main_workflow	solved by compare	the fullness he sensed there~A1~31	SRL_large_scale
4336	2460	13836	he~A0~31	he~A0~31	he~A0~31	main_workflow	solved by compare	he~A0~31	SRL_large_scale
4337	2460	13837	there~AM-LOC~31	there~AM-LOC~31	there~AM-LOC~31	main_workflow	solved by compare	there~AM-LOC~31	SRL_large_scale
4338	750	4234	In the nine months~AM-TMP~9	In the nine months~AM-TMP~9	In the nine months~AM-TMP~9	main_workflow	solved by compare	In the nine months~AM-TMP~9	SRL_large_scale
4339	750	4235	Gannett 's net~A1~9	Gannett 's net~A1~9	Gannett 's net~A1~9	main_workflow	solved by compare	Gannett 's net~A1~9	SRL_large_scale
4340	750	4236	9.5 %~A2~9	9.5 %~A2~9	9.5 %~A2~9	main_workflow	solved by compare	9.5 %~A2~9	SRL_large_scale
